日付,会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
2026-07-19,福岡,1,1,5029,中亮太,29,福岡,53,A1,6.98,55.93,5.05,32.31,30,43.28,33,35.06,9
2026-07-19,福岡,1,2,4938,小芦るり,28,佐賀,48,A1,6.76,50.00,4.58,25.81,65,38.46,50,33.33,8
2026-07-19,福岡,1,3,5330,安河内鈴,22,福岡,51,A2,6.56,52.76,2.76,0.00,71,47.06,26,44.44,6
2026-07-19,福岡,1,4,5298,水谷理人,24,香川,51,A1,7.26,55.96,5.87,32.26,16,51.06,67,43.84,10
2026-07-19,福岡,1,5,5064,品川二千,28,山口,51,A1,6.67,52.59,6.91,54.55,21,41.57,09,44.44,7
2026-07-19,福岡,1,6,5222,津田陸翔,25,広島,53,A1,6.26,43.56,5.43,33.33,44,30.91,34,41.56,11
2026-07-19,福岡,2,1,5018,竹下大樹,27,福岡,55,A1,6.80,49.28,6.23,45.16,15,44.83,62,38.89,7
2026-07-19,福岡,2,2,5257,西丸侑太,22,香川,52,A1,6.38,44.52,6.10,33.33,18,31.51,74,41.03,10
2026-07-19,福岡,2,3,4857,加藤翔馬,29,兵庫,55,A1,7.24,59.84,0.00,0.00,61,34.65,56,41.10,9
2026-07-19,福岡,2,4,4963,實森美祐,29,広島,46,A1,6.33,46.46,5.56,31.25,55,37.08,35,41.98,8
2026-07-19,福岡,2,5,5145,島川海輝,23,山口,55,A2,6.10,48.00,5.82,54.55,39,43.48,14,32.00,11
2026-07-19,福岡,2,6,5160,藤森陸斗,27,福岡,55,A2,6.16,44.19,4.63,28.00,35,27.91,04,35.00,
2026-07-19,福岡,3,1,5136,濱野斗馬,26,香川,54,A1,6.25,43.80,6.55,55.00,54,30.43,32,33.33,9
2026-07-19,福岡,3,2,5016,宮田龍馬,28,兵庫,54,A1,6.75,40.20,6.09,45.61,75,34.04,16,35.90,11
2026-07-19,福岡,3,3,5193,米丸乃絵,24,福岡,47,A1,6.62,44.34,5.70,40.00,59,39.18,45,52.78,8
2026-07-19,福岡,3,4,5243,三馬崇史,25,広島,54,B1,5.51,38.00,2.67,0.00,26,28.17,72,36.84,
2026-07-19,福岡,3,5,5158,宮脇遼太,28,福岡,54,A1,6.96,58.41,5.47,39.06,68,40.66,40,30.00,10
2026-07-19,福岡,3,6,5146,野田彩加,23,山口,50,A2,5.53,36.47,0.00,0.00,28,38.16,10,46.55,
2026-07-19,福岡,4,1,5281,井上遥妃,23,徳島,46,A1,5.74,42.11,4.78,21.62,67,38.27,05,46.34,9
2026-07-19,福岡,4,2,4966,田川大貴,28,長崎,54,B1,5.09,34.00,6.03,37.93,27,37.04,61,38.27,
2026-07-19,福岡,4,3,5218,山田理央,26,香川,45,A1,6.47,44.62,5.61,33.33,63,26.74,08,42.50,8
2026-07-19,福岡,4,4,5028,原田才一,29,福岡,51,A1,7.14,56.78,7.02,60.34,14,44.19,60,37.68,11
2026-07-19,福岡,4,5,5012,加倉侑征,29,福岡,52,B1,5.19,32.94,5.77,37.37,32,26.14,06,30.38,
2026-07-19,福岡,4,6,4985,井本昌也,29,山口,52,A1,6.71,50.00,5.91,54.55,20,34.41,68,35.90,10
2026-07-19,福岡,5,1,5161,登玉隼百,27,兵庫,54,A2,5.75,44.44,6.84,61.29,49,36.90,30,42.11,
2026-07-19,福岡,5,2,4994,山本梨菜,28,佐賀,46,A2,6.55,50.00,5.89,33.33,25,43.62,53,30.14,10
2026-07-19,福岡,5,3,5299,西丸敦基,23,香川,52,A2,6.00,43.43,4.13,19.57,72,40.00,37,34.25,
2026-07-19,福岡,5,4,5009,大賀龍之,29,福岡,57,A2,5.42,36.00,5.15,37.70,56,44.44,70,34.62,
2026-07-19,福岡,5,5,5189,藤原早菜,25,岡山,44,A2,5.35,32.56,5.55,27.27,46,26.19,18,32.43,
2026-07-19,福岡,5,6,5092,篠原晟弥,25,福岡,51,A2,6.25,47.52,6.26,47.65,33,42.11,22,31.65,11
2026-07-19,福岡,6,1,5238,笹木香吾,26,山口,53,A2,5.73,44.44,4.78,37.50,62,51.22,36,36.99,
2026-07-19,福岡,6,2,5060,数原魁,29,兵庫,52,A2,5.81,43.16,3.33,16.67,31,30.93,29,31.58,
2026-07-19,福岡,6,3,5043,中村日向,27,香川,53,A1,7.18,53.51,8.58,83.33,43,62.03,23,46.05,11
2026-07-19,福岡,6,4,5330,安河内鈴,22,福岡,51,A2,6.56,52.76,2.76,0.00,71,47.06,26,44.44,1
2026-07-19,福岡,6,5,5214,田中宏典,27,佐賀,52,B1,4.69,27.37,3.80,15.00,36,26.74,28,34.15,
2026-07-19,福岡,6,6,5155,内山七海,29,福岡,45,A2,6.12,43.86,6.21,47.37,74,44.16,25,31.58,
2026-07-19,福岡,7,1,5032,谷口知優,28,香川,52,A2,5.33,33.63,5.59,31.03,70,31.11,57,39.47,
2026-07-19,福岡,7,2,5064,品川二千,28,山口,51,A1,6.67,52.59,6.91,54.55,21,41.57,09,44.44,1
2026-07-19,福岡,7,3,5018,竹下大樹,27,福岡,55,A1,6.80,49.28,6.23,45.16,15,44.83,62,38.89,2
2026-07-19,福岡,7,4,5118,野田なづ,26,佐賀,45,A2,6.05,42.86,6.67,52.38,17,30.43,48,39.24,
2026-07-19,福岡,7,5,5199,垂水悠,24,徳島,55,B1,4.96,28.26,5.22,22.22,57,31.71,38,50.00,
2026-07-19,福岡,7,6,5212,西川拓利,27,福岡,53,A2,6.44,48.60,4.90,28.92,22,36.08,11,37.66,
2026-07-19,福岡,8,1,5193,米丸乃絵,24,福岡,47,A1,6.62,44.34,5.70,40.00,59,39.18,45,52.78,3
2026-07-19,福岡,8,2,5195,北村寧々,24,長崎,47,A2,5.22,34.07,4.80,16.67,19,31.34,43,31.58,
2026-07-19,福岡,8,3,5277,井上未都,24,福岡,46,B1,5.39,28.09,3.80,23.33,29,25.96,65,29.49,
2026-07-19,福岡,8,4,5218,山田理央,26,香川,45,A1,6.47,44.62,5.61,33.33,63,26.74,08,42.50,4
2026-07-19,福岡,8,5,4938,小芦るり,28,佐賀,48,A1,6.76,50.00,4.58,25.81,65,38.46,50,33.33,1
2026-07-19,福岡,8,6,4963,實森美祐,29,広島,46,A1,6.33,46.46,5.56,31.25,55,37.08,35,41.98,2
2026-07-19,福岡,9,1,4857,加藤翔馬,29,兵庫,55,A1,7.24,59.84,0.00,0.00,61,34.65,56,41.10,2
2026-07-19,福岡,9,2,5303,土井歩夢,23,福岡,51,A2,5.70,30.86,4.68,22.97,34,36.19,27,38.57,
2026-07-19,福岡,9,3,5281,井上遥妃,23,徳島,46,A1,5.74,42.11,4.78,21.62,67,38.27,05,46.34,4
2026-07-19,福岡,9,4,5029,中亮太,29,福岡,53,A1,6.98,55.93,5.05,32.31,30,43.28,33,35.06,1
2026-07-19,福岡,9,5,5136,濱野斗馬,26,香川,54,A1,6.25,43.80,6.55,55.00,54,30.43,32,33.33,3
2026-07-19,福岡,9,6,5106,山崎祥,27,山口,52,A2,5.62,36.05,3.85,22.22,13,35.42,39,31.65,
2026-07-19,福岡,10,1,5298,水谷理人,24,香川,51,A1,7.26,55.96,5.87,32.26,16,51.06,67,43.84,1
2026-07-19,福岡,10,2,5158,宮脇遼太,28,福岡,54,A1,6.96,58.41,5.47,39.06,68,40.66,40,30.00,3
2026-07-19,福岡,10,3,4985,井本昌也,29,山口,52,A1,6.71,50.00,5.91,54.55,20,34.41,68,35.90,4
2026-07-19,福岡,10,4,5188,武井莉里,25,兵庫,45,A2,6.20,44.00,0.00,0.00,50,30.61,24,31.75,
2026-07-19,福岡,10,5,5257,西丸侑太,22,香川,52,A1,6.38,44.52,6.10,33.33,18,31.51,74,41.03,2
2026-07-19,福岡,10,6,4994,山本梨菜,28,佐賀,46,A2,6.55,50.00,5.89,33.33,25,43.62,53,30.14,5
2026-07-19,福岡,11,1,5028,原田才一,29,福岡,51,A1,7.14,56.78,7.02,60.34,14,44.19,60,37.68,4
2026-07-19,福岡,11,2,5145,島川海輝,23,山口,55,A2,6.10,48.00,5.82,54.55,39,43.48,14,32.00,2
2026-07-19,福岡,11,3,5222,津田陸翔,25,広島,53,A1,6.26,43.56,5.43,33.33,44,30.91,34,41.56,1
2026-07-19,福岡,11,4,5092,篠原晟弥,25,福岡,51,A2,6.25,47.52,6.26,47.65,33,42.11,22,31.65,5
2026-07-19,福岡,11,5,5016,宮田龍馬,28,兵庫,54,A1,6.75,40.20,6.09,45.61,75,34.04,16,35.90,3
2026-07-19,福岡,11,6,5043,中村日向,27,香川,53,A1,7.18,53.51,8.58,83.33,43,62.03,23,46.05,6
2026-07-19,福岡,12,1,5142,常住蓮,25,佐賀,51,A1,7.41,52.43,6.56,53.85,52,35.06,19,31.65,
2026-07-19,福岡,12,2,5121,定松勇樹,25,佐賀,52,A1,7.50,53.85,8.82,81.82,11,36.25,69,28.95,
2026-07-19,福岡,12,3,5058,前原大道,29,岡山,52,A1,6.61,44.74,6.48,41.94,58,39.24,41,28.33,
2026-07-19,福岡,12,4,5224,西岡顕心,25,香川,51,A1,7.41,52.59,6.43,42.86,37,34.57,01,35.44,
2026-07-19,福岡,12,5,5278,田中駿兵,23,徳島,52,A1,7.38,61.83,0.00,0.00,12,39.22,17,34.33,
2026-07-19,福岡,12,6,5217,藤原碧生,26,岡山,53,A1,6.17,37.38,6.73,54.55,73,28.57,59,35.37,
2026-07-19,芦屋,1,1,4000,松本博昭,49,広島,56,A2,6.11,44.70,5.52,26.09,30,36.67,56,35.85,312 334636  11
2026-07-19,芦屋,1,2,4569,中澤宏奈,38,東京,48,B1,4.85,32.35,3.60,20.00,27,25.81,52,26.92,4415344 61   7
2026-07-19,芦屋,1,3,4034,西原明生,47,香川,55,B1,3.68,15.48,4.04,17.39,41,46.15,23,25.42,2 45564 5    6
2026-07-19,芦屋,1,4,3990,芹澤克彦,47,静岡,52,B1,4.92,27.27,0.00,0.00,51,42.86,41,30.16,3 453 254    8
2026-07-19,芦屋,1,5,3955,眞田英二,49,徳島,51,B2,4.98,29.21,4.36,22.73,13,52.31,35,40.35,624 255 6    7
2026-07-19,芦屋,1,6,4835,橋本明,38,広島,54,B1,5.21,28.42,4.66,26.00,1,28.57,28,12.90,5 366 363    8
2026-07-19,芦屋,2,1,4823,中村桃佳,33,香川,45,A2,7.25,55.24,6.33,33.33,23,34.00,46,31.48,3 1654644    8
2026-07-19,芦屋,2,2,3993,永井聖美,47,東京,45,B1,5.60,35.96,0.00,0.00,34,29.51,29,30.19,333 663 3    9
2026-07-19,芦屋,2,3,5102,原田雄次,28,福岡,52,B1,4.81,27.85,4.85,30.19,36,27.54,38,37.50,561 413 51   8
2026-07-19,芦屋,2,4,4911,片岡大地,30,東京,52,A2,5.18,26.58,2.00,0.00,37,35.94,65,30.19,665 63456    6
2026-07-19,芦屋,2,5,3828,明石正之,52,兵庫,52,B1,5.43,33.33,5.40,33.33,11,43.75,21,31.15,553 113 43  10
2026-07-19,芦屋,2,6,3825,宮嵜隆太,53,福岡,61,B1,3.35,18.46,3.88,21.05,20,18.97,62,35.94,4 666 566
2026-07-19,芦屋,3,1,4469,土山卓也,39,福井,55,A2,5.89,42.11,0.00,0.00,46,24.53,48,20.29,5 13323414  10
2026-07-19,芦屋,3,2,3539,金子順一,58,山口,52,B1,4.45,24.00,3.21,7.14,38,29.51,58,34.00,6 424 336    8
2026-07-19,芦屋,3,3,4704,河野大,38,徳島,52,A1,6.55,47.33,6.87,56.67,16,16.67,27,41.07,442 112215  11
2026-07-19,芦屋,3,4,4615,板倉敦史,46,東京,53,B1,4.41,23.17,4.26,18.52,12,40.98,30,26.67,5 536 522    9
2026-07-19,芦屋,3,5,3833,中辻博訓,51,福井,55,A2,6.22,46.15,4.43,14.29,44,29.51,13,39.68,14442 451    9
2026-07-19,芦屋,3,6,3645,淺田千亜,53,徳島,46,B2,5.18,38.64,5.58,47.37,49,18.87,57,36.36,1 56456 25
2026-07-19,芦屋,4,1,4172,森定晃史,43,岡山,52,A2,6.19,43.55,6.30,40.00,29,43.33,45,37.50,6522633 2    9
2026-07-19,芦屋,4,2,3708,岡部貴司,52,岡山,59,B1,5.28,30.38,4.53,20.00,15,34.85,24,28.07,S 444 426    9
2026-07-19,芦屋,4,3,4413,水摩敦,40,福岡,51,A2,5.89,37.19,5.50,40.00,14,18.37,39,33.33,12431 4455  10
2026-07-19,芦屋,4,4,4349,犬童千秋,40,福岡,50,B1,4.54,25.29,4.43,25.71,48,38.89,64,36.07,4 26245 62
2026-07-19,芦屋,4,5,4452,松尾祭,38,香川,53,A2,5.07,33.04,6.53,58.82,45,31.82,53,47.54,1 5436645    8
2026-07-19,芦屋,4,6,5464,宮田栞,19,福岡,49,B2,1.25,0.00,0.00,0.00,18,28.13,19,24.53,6 665 666
2026-07-19,芦屋,5,1,4702,三浦敬太,39,東京,52,A1,6.19,47.14,7.47,61.11,43,50.00,15,30.00,222 355525   9
2026-07-19,芦屋,5,2,4007,榮田将彦,47,山口,50,B1,4.53,23.08,4.32,22.73,31,38.10,60,30.91,4 132 2616  10
2026-07-19,芦屋,5,3,3805,高橋英之,52,東京,53,B1,5.29,34.78,7.11,60.00,47,36.67,63,32.69,235 421 46  10
2026-07-19,芦屋,5,4,3551,藤田美代,54,福岡,45,B1,3.33,14.29,3.80,12.96,10,38.10,18,26.98,544 316 44
2026-07-19,芦屋,5,5,5258,仲本舜,21,福岡,53,B1,4.39,24.05,4.09,25.58,3,46.77,70,33.33,526 3 2123  11
2026-07-19,芦屋,5,6,4033,伊藤将吉,47,静岡,54,A2,5.98,47.62,7.25,55.00,42,24.59,43,36.92,31315 1233  11
2026-07-19,芦屋,6,1,4034,西原明生,47,香川,55,B1,3.68,15.48,4.04,17.39,41,46.15,23,25.42,2 45564 5    1
2026-07-19,芦屋,6,2,4911,片岡大地,30,東京,52,A2,5.18,26.58,2.00,0.00,37,35.94,65,30.19,665 63456    2
2026-07-19,芦屋,6,3,5344,谷口丞,23,滋賀,53,B1,5.05,29.55,2.13,0.00,2,33.96,20,30.00,124 243 63
2026-07-19,芦屋,6,4,5334,樫葉新心,22,徳島,47,B1,2.92,6.45,2.20,0.00,24,22.03,31,34.48,6 615 643
2026-07-19,芦屋,6,5,3663,木山和幸,56,広島,51,B1,5.41,36.84,5.07,30.95,9,26.79,67,32.26,462 1 3144  11
2026-07-19,芦屋,6,6,4156,浜野孝志,45,三重,58,A2,5.16,26.74,6.33,50.00,21,40.68,69,23.08,345 211114  10
2026-07-19,芦屋,7,1,3955,眞田英二,49,徳島,51,B2,4.98,29.21,4.36,22.73,13,52.31,35,40.35,624 255 6    1
2026-07-19,芦屋,7,2,4954,内山峻輔,31,東京,54,B1,4.29,20.55,0.00,0.00,19,22.64,51,34.55,2 15662 25
2026-07-19,芦屋,7,3,4904,松本一毅,31,大阪,52,B1,5.26,33.62,5.07,27.59,26,18.52,22,37.04,213 566 32
2026-07-19,芦屋,7,4,4727,安部慎一,38,福岡,54,B1,3.82,13.43,4.55,27.50,6,24.56,40,31.03,5 314 5334
2026-07-19,芦屋,7,5,4569,中澤宏奈,38,東京,48,B1,4.85,32.35,3.60,20.00,27,25.81,52,26.92,4415344 61   1
2026-07-19,芦屋,7,6,5047,國分将太,32,東京,53,B1,5.68,33.33,7.14,57.14,28,28.57,49,42.62,535 211 35  11
2026-07-19,芦屋,8,1,3990,芹澤克彦,47,静岡,52,B1,4.92,27.27,0.00,0.00,51,42.86,41,30.16,3 453 254    1
2026-07-19,芦屋,8,2,5102,原田雄次,28,福岡,52,B1,4.81,27.85,4.85,30.19,36,27.54,38,37.50,561 413 51   2
2026-07-19,芦屋,8,3,4452,松尾祭,38,香川,53,A2,5.07,33.04,6.53,58.82,45,31.82,53,47.54,1 5436645    4
2026-07-19,芦屋,8,4,3539,金子順一,58,山口,52,B1,4.45,24.00,3.21,7.14,38,29.51,58,34.00,6 424 336    3
2026-07-19,芦屋,8,5,4835,橋本明,38,広島,54,B1,5.21,28.42,4.66,26.00,1,28.57,28,12.90,5 366 363    1
2026-07-19,芦屋,8,6,4823,中村桃佳,33,香川,45,A2,7.25,55.24,6.33,33.33,23,34.00,46,31.48,3 1654644    2
2026-07-19,芦屋,9,1,3833,中辻博訓,51,福井,55,A2,6.22,46.15,4.43,14.29,44,29.51,13,39.68,14442 451    3
2026-07-19,芦屋,9,2,4615,板倉敦史,46,東京,53,B1,4.41,23.17,4.26,18.52,12,40.98,30,26.67,5 536 522    3
2026-07-19,芦屋,9,3,4702,三浦敬太,39,東京,52,A1,6.19,47.14,7.47,61.11,43,50.00,15,30.00,222 355525   5
2026-07-19,芦屋,9,4,3993,永井聖美,47,東京,45,B1,5.60,35.96,0.00,0.00,34,29.51,29,30.19,333 663 3    2
2026-07-19,芦屋,9,5,3708,岡部貴司,52,岡山,59,B1,5.28,30.38,4.53,20.00,15,34.85,24,28.07,S 444 426    4
2026-07-19,芦屋,9,6,4172,森定晃史,43,岡山,52,A2,6.19,43.55,6.30,40.00,29,43.33,45,37.50,6522633 2    4
2026-07-19,芦屋,10,1,3828,明石正之,52,兵庫,52,B1,5.43,33.33,5.40,33.33,11,43.75,21,31.15,553 113 43   2
2026-07-19,芦屋,10,2,4156,浜野孝志,45,三重,58,A2,5.16,26.74,6.33,50.00,21,40.68,69,23.08,345 211114   6
2026-07-19,芦屋,10,3,4469,土山卓也,39,福井,55,A2,5.89,42.11,0.00,0.00,46,24.53,48,20.29,5 13323414   3
2026-07-19,芦屋,10,4,4413,水摩敦,40,福岡,51,A2,5.89,37.19,5.50,40.00,14,18.37,39,33.33,12431 4455   4
2026-07-19,芦屋,10,5,3805,高橋英之,52,東京,53,B1,5.29,34.78,7.11,60.00,47,36.67,63,32.69,235 421 46   5
2026-07-19,芦屋,10,6,4007,榮田将彦,47,山口,50,B1,4.53,23.08,4.32,22.73,31,38.10,60,30.91,4 132 2616   5
2026-07-19,芦屋,11,1,4033,伊藤将吉,47,静岡,54,A2,5.98,47.62,7.25,55.00,42,24.59,43,36.92,31315 1233   5
2026-07-19,芦屋,11,2,5258,仲本舜,21,福岡,53,B1,4.39,24.05,4.09,25.58,3,46.77,70,33.33,526 3 2123   5
2026-07-19,芦屋,11,3,3663,木山和幸,56,広島,51,B1,5.41,36.84,5.07,30.95,9,26.79,67,32.26,462 1 3144   6
2026-07-19,芦屋,11,4,4704,河野大,38,徳島,52,A1,6.55,47.33,6.87,56.67,16,16.67,27,41.07,442 112215   3
2026-07-19,芦屋,11,5,5047,國分将太,32,東京,53,B1,5.68,33.33,7.14,57.14,28,28.57,49,42.62,535 211 35   7
2026-07-19,芦屋,11,6,4000,松本博昭,49,広島,56,A2,6.11,44.70,5.52,26.09,30,36.67,56,35.85,312 334636   1
2026-07-19,芦屋,12,1,3556,田中信一,53,大阪,55,A1,6.88,50.91,6.59,45.95,55,43.48,66,33.33,4122131 11
2026-07-19,芦屋,12,2,4762,藤原啓史,36,岡山,50,A1,7.23,52.14,7.48,52.17,4,29.31,44,47.69,23232 1241
2026-07-19,芦屋,12,3,4555,富永大一,36,福岡,55,B1,5.12,31.58,5.07,34.48,40,18.33,26,36.51,132 425 51
2026-07-19,芦屋,12,4,4512,高野哲史,37,兵庫,53,A1,6.90,54.40,8.50,80.00,17,24.19,11,15.63,16115 2152
2026-07-19,芦屋,12,5,3942,寺田祥,47,山口,54,A1,7.02,55.91,7.96,61.54,7,34.85,55,39.68,3536121 22
2026-07-19,芦屋,12,6,3965,北中元樹,47,滋賀,56,A1,6.00,44.74,5.31,26.92,33,36.51,17,33.33,2 51453212
2026-07-19,若松,1,1,3566,川添英正,56,福岡,52,B1,4.63,25.56,4.98,32.08,45,34.69,57,25.00,56           7
2026-07-19,若松,1,2,3787,天野誠,54,岡山,54,B1,3.75,15.38,2.79,6.90,11,26.43,19,24.00,3            9
2026-07-19,若松,1,3,4992,廣瀬篤哉,28,滋賀,59,B1,5.22,33.68,3.83,33.33,30,28.68,12,26.92,61          11
2026-07-19,若松,1,4,5307,富永夏哉,22,佐賀,52,B1,4.29,24.27,4.47,26.67,44,30.41,47,37.50,2            6
2026-07-19,若松,1,5,5451,知念伶奈,21,佐賀,46,B2,1.53,6.67,0.00,0.00,57,32.54,40,43.75,6            8
2026-07-19,若松,1,6,3933,山地正樹,50,岡山,53,B1,5.83,41.67,5.50,41.67,32,33.33,31,20.00,1           10
2026-07-19,若松,2,1,4051,清水敦揮,45,岡山,55,A2,6.70,46.15,7.30,60.81,36,31.69,48,52.63,61          10
2026-07-19,若松,2,2,3909,佐々木康,52,静岡,56,A1,6.57,48.70,4.60,40.00,24,31.25,24,29.17,12           7
2026-07-19,若松,2,3,3224,栗山繁洋,61,佐賀,52,B1,3.81,15.91,4.38,12.50,4,37.50,25,41.18,2            8
2026-07-19,若松,2,4,4061,萩原秀人,47,福井,55,A1,7.17,53.72,6.72,40.43,7,25.55,56,12.00,13           9
2026-07-19,若松,2,5,5394,福西広太,24,埼玉,52,B1,2.81,3.19,0.00,0.00,46,34.90,22,20.00,4            6
2026-07-19,若松,2,6,4764,小池礼乃,36,福岡,46,B1,5.16,33.82,5.00,29.82,10,25.53,36,42.31,15          12
2026-07-19,若松,3,1,4331,三好勇人,42,香川,55,A2,6.06,42.86,5.79,38.30,50,32.56,13,32.00,3            7
2026-07-19,若松,3,2,5291,三嶌ここ,25,香川,49,B1,4.20,22.13,2.89,5.26,43,36.11,74,28.00,34          12
2026-07-19,若松,3,3,4344,新田雄史,41,三重,54,A1,7.73,53.70,9.25,56.25,17,26.32,17,28.00,11          11
2026-07-19,若松,3,4,3581,加木郁,53,山口,53,B1,5.25,29.36,4.25,25.00,22,33.57,72,34.62,53
2026-07-19,若松,3,5,4988,牟田奨太,29,静岡,57,B1,4.48,32.61,4.63,25.00,13,35.04,65,27.59,3           10
2026-07-19,若松,3,6,3800,牧宏次,52,東京,53,A2,5.90,39.13,4.90,30.00,62,26.15,33,37.50,4            8
2026-07-19,若松,4,1,4908,上田龍星,31,大阪,52,A1,6.98,44.34,6.84,56.00,52,32.84,26,62.50,25           8
2026-07-19,若松,4,2,4264,長尾章平,41,山口,53,A1,6.82,53.51,6.59,50.00,16,25.00,58,8.33,1           10
2026-07-19,若松,4,3,5323,香川陽太,23,滋賀,59,B2,4.55,25.77,6.00,40.00,51,48.06,63,28.00,55
2026-07-19,若松,4,4,5314,中曽瑠華,25,東京,52,B1,3.46,14.08,1.00,0.00,27,28.06,46,42.11,53          12
2026-07-19,若松,4,5,3882,新田智彰,53,大阪,57,B1,4.57,19.35,6.06,38.89,9,36.99,66,20.00,3            9
2026-07-19,若松,4,6,4933,板橋侑我,30,静岡,54,A2,6.46,36.59,6.06,45.16,21,38.24,37,24.00,21          11
2026-07-19,若松,5,1,3872,岡田憲行,50,大阪,54,A2,6.13,45.35,5.97,37.84,42,41.10,60,36.00,43          11
2026-07-19,若松,5,2,4682,大上卓人,35,広島,52,A1,7.09,46.55,6.58,41.86,41,32.88,38,41.67,24          10
2026-07-19,若松,5,3,3989,熊本英一,47,佐賀,56,B1,3.89,20.48,4.11,19.44,18,32.09,35,42.31,32
2026-07-19,若松,5,4,4086,寺本重宣,46,東京,50,A2,6.04,41.03,6.40,50.00,20,39.23,34,47.37,4            9
2026-07-19,若松,5,5,4461,安田吉宏,40,三重,58,B1,4.49,18.89,5.11,44.44,29,28.46,21,33.33,25
2026-07-19,若松,5,6,5380,野田亜湖,21,徳島,52,B2,1.24,0.00,0.00,0.00,8,31.94,42,13.04,65
2026-07-19,若松,6,1,3577,向所浩二,53,兵庫,61,B1,4.58,20.48,0.00,0.00,59,31.06,73,14.29,6           10
2026-07-19,若松,6,2,3564,桑原啓,56,福岡,53,B1,4.36,27.27,4.25,24.00,28,30.83,67,47.37,44
2026-07-19,若松,6,3,4961,西橋奈未,29,福井,47,A1,6.35,40.95,7.39,67.74,38,29.71,15,40.74,16          12
2026-07-19,若松,6,4,5394,福西広太,24,埼玉,52,B1,2.81,3.19,0.00,0.00,46,34.90,22,20.00,4            2
2026-07-19,若松,6,5,5307,富永夏哉,22,佐賀,52,B1,4.29,24.27,4.47,26.67,44,30.41,47,37.50,2            1
2026-07-19,若松,6,6,4084,杉山正樹,46,愛知,55,A1,6.40,41.67,7.16,55.26,56,23.44,68,53.57,32          11
2026-07-19,若松,7,1,4586,磯部誠,35,愛知,55,A1,7.07,43.93,7.31,46.15,49,48.84,53,28.00,22          11
2026-07-19,若松,7,2,3566,川添英正,56,福岡,52,B1,4.63,25.56,4.98,32.08,45,34.69,57,25.00,56           1
